"LL"	"Param"	"AICc"	"AIC"	"Slope"	"R2"	"Null"	"File"	"Variable_Size"	"Species"	"Model"	"cluster"	"shade"	"Phyl"	"Lhab"	"Origin"
-775.5474	12	1576.5	1575.095	0.9690154	0.4294571	NA	"./Results/Model_Fits/DIA_PIOMModel.10c.txt"	"DIA"	"PIOM"	"Model.10c"	"cluster3"	"shade1"	"Gym"	"E"	"E"
-765.4703	12	1556.346	1554.941	0.9697786	0.4751331	NA	"./Results/Model_Fits/DIA_PIOMModel.11a.txt"	"DIA"	"PIOM"	"Model.11a"	"cluster3"	"shade1"	"Gym"	"E"	"E"
-759.2051	12	1543.816	1542.41	1.013121	0.5023753	NA	"./Results/Model_Fits/DIA_PIOMModel.11b.txt"	"DIA"	"PIOM"	"Model.11b"	"cluster3"	"shade1"	"Gym"	"E"	"E"
-770.184	11	1563.552	1562.368	0.9985685	0.4534096	NA	"./Results/Model_Fits/DIA_PIOMModel.11c.txt"	"DIA"	"PIOM"	"Model.11c"	"cluster3"	"shade1"	"Gym"	"E"	"E"
-762.8794	16	1560.254	1557.759	1.00742	0.4863718	NA	"./Results/Model_Fits/DIA_PIOMModel.12a.txt"	"DIA"	"PIOM"	"Model.12a"	"cluster3"	"shade1"	"Gym"	"E"	"E"
-763.975	16	1562.445	1559.95	0.9909132	0.482649	NA	"./Results/Model_Fits/DIA_PIOMModel.12b.txt"	"DIA"	"PIOM"	"Model.12b"	"cluster3"	"shade1"	"Gym"	"E"	"E"
-782.0615	14	1594.032	1592.123	1.001066	0.3961973	NA	"./Results/Model_Fits/DIA_PIOMModel.12c.txt"	"DIA"	"PIOM"	"Model.12c"	"cluster3"	"shade1"	"Gym"	"E"	"E"
-815.9908	16	1666.477	1663.982	0.9821734	0.1992408	NA	"./Results/Model_Fits/DIA_PIOMModel.13a.txt"	"DIA"	"PIOM"	"Model.13a"	"cluster3"	"shade1"	"Gym"	"E"	"E"
-766.9621	16	1568.42	1565.924	1.011313	0.4699349	NA	"./Results/Model_Fits/DIA_PIOMModel.13b.txt"	"DIA"	"PIOM"	"Model.13b"	"cluster3"	"shade1"	"Gym"	"E"	"E"
-781.9831	14	1593.875	1591.966	1.012798	0.3959899	NA	"./Results/Model_Fits/DIA_PIOMModel.13c.txt"	"DIA"	"PIOM"	"Model.13c"	"cluster3"	"shade1"	"Gym"	"E"	"E"
-764.4607	16	1563.417	1560.921	1.008655	0.4793511	NA	"./Results/Model_Fits/DIA_PIOMModel.14a.txt"	"DIA"	"PIOM"	"Model.14a"	"cluster3"	"shade1"	"Gym"	"E"	"E"
-763.1554	16	1560.806	1558.311	1.002915	0.4851171	NA	"./Results/Model_Fits/DIA_PIOMModel.14b.txt"	"DIA"	"PIOM"	"Model.14b"	"cluster3"	"shade1"	"Gym"	"E"	"E"
-780.8301	14	1591.569	1589.66	1.007017	0.4020897	NA	"./Results/Model_Fits/DIA_PIOMModel.14c.txt"	"DIA"	"PIOM"	"Model.14c"	"cluster3"	"shade1"	"Gym"	"E"	"E"
-3998.316	2	8000.648	8000.632	500.0323	-2.487906	NA	"./Results/Model_Fits/DIA_PIREModel.01a.txt"	"DIA"	"PIRE"	"Model.01a"	"cluster3"	"shade3"	"Gym"	"E"	"N"
-2917.826	4	5843.706	5843.652	0.9767168	-0.1441406	NA	"./Results/Model_Fits/DIA_PIREModel.02a.txt"	"DIA"	"PIRE"	"Model.02a"	"cluster3"	"shade3"	"Gym"	"E"	"N"
-2845.849	8	5707.895	5707.699	0.9848904	0.01198926	NA	"./Results/Model_Fits/DIA_PIREModel.03a.txt"	"DIA"	"PIRE"	"Model.03a"	"cluster3"	"shade3"	"Gym"	"E"	"N"
-2797.078	9	5612.402	5612.156	0.9999064	0.1177822	NA	"./Results/Model_Fits/DIA_PIREModel.04a.txt"	"DIA"	"PIRE"	"Model.04a"	"cluster3"	"shade3"	"Gym"	"E"	"N"
-2795.366	10	5611.032	5610.731	0.9985682	0.1214966	NA	"./Results/Model_Fits/DIA_PIREModel.05a.txt"	"DIA"	"PIRE"	"Model.05a"	"cluster3"	"shade3"	"Gym"	"E"	"N"
-2796.886	10	5614.074	5613.773	0.9991603	0.1182051	NA	"./Results/Model_Fits/DIA_PIREModel.06a.txt"	"DIA"	"PIRE"	"Model.06a"	"cluster3"	"shade3"	"Gym"	"E"	"N"
-2791.792	10	5603.885	5603.584	0.9923518	0.1294784	NA	"./Results/Model_Fits/DIA_PIREModel.07a.txt"	"DIA"	"PIRE"	"Model.07a"	"cluster3"	"shade3"	"Gym"	"E"	"N"
-2674.091	23	5395.72	5394.182	0.9985488	0.3649004	NA	"./Results/Model_Fits/DIA_PIREModel.08a.txt"	"DIA"	"PIRE"	"Model.08a"	"cluster3"	"shade3"	"Gym"	"E"	"N"
-2685.163	23	5417.865	5416.327	1.002977	0.3452378	NA	"./Results/Model_Fits/DIA_PIREModel.08b.txt"	"DIA"	"PIRE"	"Model.08b"	"cluster3"	"shade3"	"Gym"	"E"	"N"
-2687.279	22	5419.965	5418.557	0.998669	0.340992	NA	"./Results/Model_Fits/DIA_PIREModel.08c.txt"	"DIA"	"PIRE"	"Model.08c"	"cluster3"	"shade3"	"Gym"	"E"	"N"
-2796.11	11	5614.581	5614.219	0.9985433	0.1198831	NA	"./Results/Model_Fits/DIA_PIREModel.09a.txt"	"DIA"	"PIRE"	"Model.09a"	"cluster3"	"shade3"	"Gym"	"E"	"N"
-2797.034	11	5616.43	5616.068	0.992979	0.1178801	NA	"./Results/Model_Fits/DIA_PIREModel.09b.txt"	"DIA"	"PIRE"	"Model.09b"	"cluster3"	"shade3"	"Gym"	"E"	"N"
-2810.124	10	5640.55	5640.249	0.9887118	0.08948264	NA	"./Results/Model_Fits/DIA_PIREModel.09c.txt"	"DIA"	"PIRE"	"Model.09c"	"cluster3"	"shade3"	"Gym"	"E"	"N"
-2711.048	13	5448.596	5448.096	0.9988667	0.2977695	NA	"./Results/Model_Fits/DIA_PIREModel.10a.txt"	"DIA"	"PIRE"	"Model.10a"	"cluster3"	"shade3"	"Gym"	"E"	"N"
-2709.482	13	5445.464	5444.964	1.000112	0.3002987	NA	"./Results/Model_Fits/DIA_PIREModel.10b.txt"	"DIA"	"PIRE"	"Model.10b"	"cluster3"	"shade3"	"Gym"	"E"	"N"
-2709.267	12	5442.962	5442.534	1.002091	0.300746	NA	"./Results/Model_Fits/DIA_PIREModel.10c.txt"	"DIA"	"PIRE"	"Model.10c"	"cluster3"	"shade3"	"Gym"	"E"	"N"
-2761.785	12	5547.999	5547.571	0.9990625	0.194342	NA	"./Results/Model_Fits/DIA_PIREModel.11a.txt"	"DIA"	"PIRE"	"Model.11a"	"cluster3"	"shade3"	"Gym"	"E"	"N"
-2762.023	12	5548.473	5548.045	1.003866	0.1938243	NA	"./Results/Model_Fits/DIA_PIREModel.11b.txt"	"DIA"	"PIRE"	"Model.11b"	"cluster3"	"shade3"	"Gym"	"E"	"N"
-2778.011	11	5578.384	5578.022	0.9930679	0.159142	NA	"./Results/Model_Fits/DIA_PIREModel.11c.txt"	"DIA"	"PIRE"	"Model.11c"	"cluster3"	"shade3"	"Gym"	"E"	"N"
-2676.599	24	5402.871	5401.197	0.9988687	0.3596302	NA	"./Results/Model_Fits/DIA_PIREModel.12a.txt"	"DIA"	"PIRE"	"Model.12a"	"cluster3"	"shade3"	"Gym"	"E"	"N"
-2683.522	24	5416.717	5415.043	1.011134	0.3497933	NA	"./Results/Model_Fits/DIA_PIREModel.12b.txt"	"DIA"	"PIRE"	"Model.12b"	"cluster3"	"shade3"	"Gym"	"E"	"N"
-2685.81	22	5417.027	5415.62	1.006445	0.3437975	NA	"./Results/Model_Fits/DIA_PIREModel.12c.txt"	"DIA"	"PIRE"	"Model.12c"	"cluster3"	"shade3"	"Gym"	"E"	"N"
-2678.46	24	5406.593	5404.919	1.007061	0.3565753	NA	"./Results/Model_Fits/DIA_PIREModel.13a.txt"	"DIA"	"PIRE"	"Model.13a"	"cluster3"	"shade3"	"Gym"	"E"	"N"
-2688.444	24	5426.562	5424.888	1.00837	0.3390628	NA	"./Results/Model_Fits/DIA_PIREModel.13b.txt"	"DIA"	"PIRE"	"Model.13b"	"cluster3"	"shade3"	"Gym"	"E"	"N"
-2688.125	22	5421.658	5420.25	0.9969553	0.3397548	NA	"./Results/Model_Fits/DIA_PIREModel.13c.txt"	"DIA"	"PIRE"	"Model.13c"	"cluster3"	"shade3"	"Gym"	"E"	"N"
-2677.81	24	5405.294	5403.621	0.9989445	0.3585022	NA	"./Results/Model_Fits/DIA_PIREModel.14a.txt"	"DIA"	"PIRE"	"Model.14a"	"cluster3"	"shade3"	"Gym"	"E"	"N"
-2676.805	24	5403.283	5401.609	0.988388	0.3592901	NA	"./Results/Model_Fits/DIA_PIREModel.14b.txt"	"DIA"	"PIRE"	"Model.14b"	"cluster3"	"shade3"	"Gym"	"E"	"N"
-2676.067	22	5397.541	5396.133	1.005823	0.361158	NA	"./Results/Model_Fits/DIA_PIREModel.14c.txt"	"DIA"	"PIRE"	"Model.14c"	"cluster3"	"shade3"	"Gym"	"E"	"N"
-4971.85	2	9947.716	9947.699	348.8504	-9.407772	NA	"./Results/Model_Fits/DIA_PIRUModel.01a.txt"	"DIA"	"PIRU"	"Model.01a"	"cluster3"	"shade1"	"Gym"	"E"	"N"
-2637.372	4	5282.8	5282.744	0.9747022	-0.2103731	NA	"./Results/Model_Fits/DIA_PIRUModel.02a.txt"	"DIA"	"PIRU"	"Model.02a"	"cluster3"	"shade1"	"Gym"	"E"	"N"
-2558.93	8	5134.062	5133.86	1.001124	0.02514192	NA	"./Results/Model_Fits/DIA_PIRUModel.03a.txt"	"DIA"	"PIRU"	"Model.03a"	"cluster3"	"shade1"	"Gym"	"E"	"N"
-2558.952	9	5136.155	5135.903	1.000572	0.02509124	NA	"./Results/Model_Fits/DIA_PIRUModel.04a.txt"	"DIA"	"PIRU"	"Model.04a"	"cluster3"	"shade1"	"Gym"	"E"	"N"
-2491.588	10	5003.485	5003.177	1.001845	0.1905297	NA	"./Results/Model_Fits/DIA_PIRUModel.05a.txt"	"DIA"	"PIRU"	"Model.05a"	"cluster3"	"shade1"	"Gym"	"E"	"N"
-2457.322	10	4934.952	4934.644	1.00408	0.2634416	NA	"./Results/Model_Fits/DIA_PIRUModel.06a.txt"	"DIA"	"PIRU"	"Model.06a"	"cluster3"	"shade1"	"Gym"	"E"	"N"
-2450.223	10	4920.754	4920.446	0.9946228	0.2777242	NA	"./Results/Model_Fits/DIA_PIRUModel.07a.txt"	"DIA"	"PIRU"	"Model.07a"	"cluster3"	"shade1"	"Gym"	"E"	"N"
-2385.369	24	4820.452	4818.738	0.9897944	0.3967312	NA	"./Results/Model_Fits/DIA_PIRUModel.08a.txt"	"DIA"	"PIRU"	"Model.08a"	"cluster3"	"shade1"	"Gym"	"E"	"N"
-2385.648	24	4821.01	4819.296	1.000807	0.3955835	NA	"./Results/Model_Fits/DIA_PIRUModel.08b.txt"	"DIA"	"PIRU"	"Model.08b"	"cluster3"	"shade1"	"Gym"	"E"	"N"
-2398.856	23	4845.286	4843.711	0.9831006	0.3735411	NA	"./Results/Model_Fits/DIA_PIRUModel.08c.txt"	"DIA"	"PIRU"	"Model.08c"	"cluster3"	"shade1"	"Gym"	"E"	"N"
-2485.692	11	4993.754	4993.384	1.003946	0.2035879	NA	"./Results/Model_Fits/DIA_PIRUModel.09a.txt"	"DIA"	"PIRU"	"Model.09a"	"cluster3"	"shade1"	"Gym"	"E"	"N"
-2485.363	11	4993.096	4992.726	1.001433	0.204277	NA	"./Results/Model_Fits/DIA_PIRUModel.09b.txt"	"DIA"	"PIRU"	"Model.09b"	"cluster3"	"shade1"	"Gym"	"E"	"N"
-2510.601	10	5041.509	5041.201	0.9917599	0.1468243	NA	"./Results/Model_Fits/DIA_PIRUModel.09c.txt"	"DIA"	"PIRU"	"Model.09c"	"cluster3"	"shade1"	"Gym"	"E"	"N"
-2442.774	13	4912.06	4911.548	0.9943185	0.2925439	NA	"./Results/Model_Fits/DIA_PIRUModel.10a.txt"	"DIA"	"PIRU"	"Model.10a"	"cluster3"	"shade1"	"Gym"	"E"	"N"
-2442.827	13	4912.165	4911.653	0.998413	0.2924115	NA	"./Results/Model_Fits/DIA_PIRUModel.10b.txt"	"DIA"	"PIRU"	"Model.10b"	"cluster3"	"shade1"	"Gym"	"E"	"N"
-2451.583	12	4927.604	4927.166	0.9946772	0.2750108	NA	"./Results/Model_Fits/DIA_PIRUModel.10c.txt"	"DIA"	"PIRU"	"Model.10c"	"cluster3"	"shade1"	"Gym"	"E"	"N"
-2475.44	12	4975.318	4974.88	0.9905079	0.2256893	NA	"./Results/Model_Fits/DIA_PIRUModel.11a.txt"	"DIA"	"PIRU"	"Model.11a"	"cluster3"	"shade1"	"Gym"	"E"	"N"
-2459.411	12	4943.26	4942.822	0.9930377	0.2591831	NA	"./Results/Model_Fits/DIA_PIRUModel.11b.txt"	"DIA"	"PIRU"	"Model.11b"	"cluster3"	"shade1"	"Gym"	"E"	"N"
-2476.755	11	4975.88	4975.51	0.9912315	0.2229045	NA	"./Results/Model_Fits/DIA_PIRUModel.11c.txt"	"DIA"	"PIRU"	"Model.11c"	"cluster3"	"shade1"	"Gym"	"E"	"N"
-2386.018	25	4823.897	4822.037	1.003947	0.3963016	NA	"./Results/Model_Fits/DIA_PIRUModel.12a.txt"	"DIA"	"PIRU"	"Model.12a"	"cluster3"	"shade1"	"Gym"	"E"	"N"
-2385.128	25	4822.116	4820.257	0.9910446	0.396444	NA	"./Results/Model_Fits/DIA_PIRUModel.12b.txt"	"DIA"	"PIRU"	"Model.12b"	"cluster3"	"shade1"	"Gym"	"E"	"N"
-2400.494	23	4848.562	4846.988	0.9942909	0.3706366	NA	"./Results/Model_Fits/DIA_PIRUModel.12c.txt"	"DIA"	"PIRU"	"Model.12c"	"cluster3"	"shade1"	"Gym"	"E"	"N"
-2389.182	25	4830.223	4828.363	0.9909063	0.390042	NA	"./Results/Model_Fits/DIA_PIRUModel.13a.txt"	"DIA"	"PIRU"	"Model.13a"	"cluster3"	"shade1"	"Gym"	"E"	"N"
-2386.336	25	4824.531	4822.671	0.9925483	0.3945203	NA	"./Results/Model_Fits/DIA_PIRUModel.13b.txt"	"DIA"	"PIRU"	"Model.13b"	"cluster3"	"shade1"	"Gym"	"E"	"N"
-2399.425	23	4846.425	4844.85	0.9939706	0.3732756	NA	"./Results/Model_Fits/DIA_PIRUModel.13c.txt"	"DIA"	"PIRU"	"Model.13c"	"cluster3"	"shade1"	"Gym"	"E"	"N"
-2388.524	25	4828.908	4827.048	0.9926419	0.3910832	NA	"./Results/Model_Fits/DIA_PIRUModel.14a.txt"	"DIA"	"PIRU"	"Model.14a"	"cluster3"	"shade1"	"Gym"	"E"	"N"
-2387.578	25	4827.016	4825.157	0.9996022	0.3924666	NA	"./Results/Model_Fits/DIA_PIRUModel.14b.txt"	"DIA"	"PIRU"	"Model.14b"	"cluster3"	"shade1"	"Gym"	"E"	"N"
-2396.908	23	4841.392	4839.817	0.9943754	0.3766349	NA	"./Results/Model_Fits/DIA_PIRUModel.14c.txt"	"DIA"	"PIRU"	"Model.14c"	"cluster3"	"shade1"	"Gym"	"E"	"N"
-7791.412	2	15586.83	15586.82	648.0982	-3.84042	NA	"./Results/Model_Fits/DIA_PISTModel.01a.txt"	"DIA"	"PIST"	"Model.01a"	"cluster3"	"shade2"	"Gym"	"E"	"N"
-4540.646	4	9089.327	9089.291	0.9889049	-0.03506574	NA	"./Results/Model_Fits/DIA_PISTModel.02a.txt"	"DIA"	"PIST"	"Model.02a"	"cluster3"	"shade2"	"Gym"	"E"	"N"
-4506.243	8	9028.614	9028.486	0.9895504	0.005205923	NA	"./Results/Model_Fits/DIA_PISTModel.03a.txt"	"DIA"	"PIST"	"Model.03a"	"cluster3"	"shade2"	"Gym"	"E"	"N"
-4488.101	9	8994.362	8994.202	0.9940399	0.02644315	NA	"./Results/Model_Fits/DIA_PISTModel.04a.txt"	"DIA"	"PIST"	"Model.04a"	"cluster3"	"shade2"	"Gym"	"E"	"N"
-4396.714	10	8813.624	8813.428	0.9978563	0.1334208	NA	"./Results/Model_Fits/DIA_PISTModel.05a.txt"	"DIA"	"PIST"	"Model.05a"	"cluster3"	"shade2"	"Gym"	"E"	"N"
-4347.096	10	8714.387	8714.192	0.9983595	0.1915042	NA	"./Results/Model_Fits/DIA_PISTModel.06a.txt"	"DIA"	"PIST"	"Model.06a"	"cluster3"	"shade2"	"Gym"	"E"	"N"
-4254.561	10	8529.318	8529.122	0.9958689	0.2998254	NA	"./Results/Model_Fits/DIA_PISTModel.07a.txt"	"DIA"	"PIST"	"Model.07a"	"cluster3"	"shade2"	"Gym"	"E"	"N"
-3953.059	27	7961.483	7960.117	1.001066	0.5878986	NA	"./Results/Model_Fits/DIA_PISTModel.08a.txt"	"DIA"	"PIST"	"Model.08a"	"cluster3"	"shade2"	"Gym"	"E"	"N"
-3950.998	27	7957.363	7955.997	1.003069	0.5894363	NA	"./Results/Model_Fits/DIA_PISTModel.08b.txt"	"DIA"	"PIST"	"Model.08b"	"cluster3"	"shade2"	"Gym"	"E"	"N"
-3971.686	26	7996.64	7995.373	0.9936567	0.574073	NA	"./Results/Model_Fits/DIA_PISTModel.08c.txt"	"DIA"	"PIST"	"Model.08c"	"cluster3"	"shade2"	"Gym"	"E"	"N"
-4484.45	11	8991.134	8990.899	0.9928084	0.03071766	NA	"./Results/Model_Fits/DIA_PISTModel.09a.txt"	"DIA"	"PIST"	"Model.09a"	"cluster3"	"shade2"	"Gym"	"E"	"N"
-4376.538	11	8775.311	8775.076	1.004417	0.1570393	NA	"./Results/Model_Fits/DIA_PISTModel.09b.txt"	"DIA"	"PIST"	"Model.09b"	"cluster3"	"shade2"	"Gym"	"E"	"N"
-4386.574	10	8793.343	8793.148	0.9940273	0.1452912	NA	"./Results/Model_Fits/DIA_PISTModel.09c.txt"	"DIA"	"PIST"	"Model.09c"	"cluster3"	"shade2"	"Gym"	"E"	"N"
-4008.993	13	8044.311	8043.986	1.000173	0.5451284	NA	"./Results/Model_Fits/DIA_PISTModel.10a.txt"	"DIA"	"PIST"	"Model.10a"	"cluster3"	"shade2"	"Gym"	"E"	"N"
-4006.012	13	8038.349	8038.025	1.001369	0.5475135	NA	"./Results/Model_Fits/DIA_PISTModel.10b.txt"	"DIA"	"PIST"	"Model.10b"	"cluster3"	"shade2"	"Gym"	"E"	"N"
-4006.121	12	8036.521	8036.243	0.9998148	0.5474358	NA	"./Results/Model_Fits/DIA_PISTModel.10c.txt"	"DIA"	"PIST"	"Model.10c"	"cluster3"	"shade2"	"Gym"	"E"	"N"
-4385.569	12	8795.416	8795.138	1.000838	0.1464672	NA	"./Results/Model_Fits/DIA_PISTModel.11a.txt"	"DIA"	"PIST"	"Model.11a"	"cluster3"	"shade2"	"Gym"	"E"	"N"
-4470.088	12	8964.454	8964.176	0.9924302	0.0475295	NA	"./Results/Model_Fits/DIA_PISTModel.11b.txt"	"DIA"	"PIST"	"Model.11b"	"cluster3"	"shade2"	"Gym"	"E"	"N"
-4399.859	11	8821.954	8821.719	0.9964848	0.1297391	NA	"./Results/Model_Fits/DIA_PISTModel.11c.txt"	"DIA"	"PIST"	"Model.11c"	"cluster3"	"shade2"	"Gym"	"E"	"N"
-3959.064	28	7975.597	7974.129	1.000041	0.5834567	NA	"./Results/Model_Fits/DIA_PISTModel.12a.txt"	"DIA"	"PIST"	"Model.12a"	"cluster3"	"shade2"	"Gym"	"E"	"N"
-3951.624	28	7960.717	7959.249	0.998974	0.5888663	NA	"./Results/Model_Fits/DIA_PISTModel.12b.txt"	"DIA"	"PIST"	"Model.12b"	"cluster3"	"shade2"	"Gym"	"E"	"N"
-3972.957	26	7999.182	7997.914	0.9951337	0.573117	NA	"./Results/Model_Fits/DIA_PISTModel.12c.txt"	"DIA"	"PIST"	"Model.12c"	"cluster3"	"shade2"	"Gym"	"E"	"N"
-3951.335	28	7960.139	7958.671	1.007839	0.5890736	NA	"./Results/Model_Fits/DIA_PISTModel.13a.txt"	"DIA"	"PIST"	"Model.13a"	"cluster3"	"shade2"	"Gym"	"E"	"N"
-3948.976	28	7955.42	7953.951	0.9979529	0.5911605	NA	"./Results/Model_Fits/DIA_PISTModel.13b.txt"	"DIA"	"PIST"	"Model.13b"	"cluster3"	"shade2"	"Gym"	"E"	"N"
-3971.968	26	7997.204	7995.937	0.9940837	0.5739733	NA	"./Results/Model_Fits/DIA_PISTModel.13c.txt"	"DIA"	"PIST"	"Model.13c"	"cluster3"	"shade2"	"Gym"	"E"	"N"
-3955.173	28	7967.814	7966.345	0.9997185	0.5863061	NA	"./Results/Model_Fits/DIA_PISTModel.14a.txt"	"DIA"	"PIST"	"Model.14a"	"cluster3"	"shade2"	"Gym"	"E"	"N"
-3955.735	28	7968.938	7967.469	1.004132	0.5858899	NA	"./Results/Model_Fits/DIA_PISTModel.14b.txt"	"DIA"	"PIST"	"Model.14b"	"cluster3"	"shade2"	"Gym"	"E"	"N"
-3974.644	26	8002.554	8001.287	1.001881	0.5719315	NA	"./Results/Model_Fits/DIA_PISTModel.14c.txt"	"DIA"	"PIST"	"Model.14c"	"cluster3"	"shade2"	"Gym"	"E"	"N"
-3159.24	2	6322.504	6322.479	321.5026	-1.825631	NA	"./Results/Model_Fits/DIA_PISYModel.01a.txt"	"DIA"	"PISY"	"Model.01a"	"cluster3"	"shade3"	"Gym"	"E"	"E"
-2208.14	4	4424.362	4424.281	0.9760804	-0.1008493	NA	"./Results/Model_Fits/DIA_PISYModel.02a.txt"	"DIA"	"PISY"	"Model.02a"	"cluster3"	"shade3"	"Gym"	"E"	"E"
-2130.501	8	4277.297	4277.002	0.9972181	0.03994683	NA	"./Results/Model_Fits/DIA_PISYModel.03a.txt"	"DIA"	"PISY"	"Model.03a"	"cluster3"	"shade3"	"Gym"	"E"	"E"
-2126.824	9	4272.018	4271.649	0.9995788	0.04661442	NA	"./Results/Model_Fits/DIA_PISYModel.04a.txt"	"DIA"	"PISY"	"Model.04a"	"cluster3"	"shade3"	"Gym"	"E"	"E"
-2078.998	10	4178.449	4177.996	0.999257	0.1333453	NA	"./Results/Model_Fits/DIA_PISYModel.05a.txt"	"DIA"	"PISY"	"Model.05a"	"cluster3"	"shade3"	"Gym"	"E"	"E"
-2084.105	10	4188.662	4188.21	0.997437	0.1240845	NA	"./Results/Model_Fits/DIA_PISYModel.06a.txt"	"DIA"	"PISY"	"Model.06a"	"cluster3"	"shade3"	"Gym"	"E"	"E"
-2183.988	10	4388.429	4387.976	0.9763175	-0.05705004	NA	"./Results/Model_Fits/DIA_PISYModel.07a.txt"	"DIA"	"PISY"	"Model.07a"	"cluster3"	"shade3"	"Gym"	"E"	"E"
-1904.824	23	3857.983	3855.649	1.00624	0.4492024	NA	"./Results/Model_Fits/DIA_PISYModel.08a.txt"	"DIA"	"PISY"	"Model.08a"	"cluster3"	"shade3"	"Gym"	"E"	"E"
-1901.07	23	3850.475	3848.141	0.9954111	0.4560104	NA	"./Results/Model_Fits/DIA_PISYModel.08b.txt"	"DIA"	"PISY"	"Model.08b"	"cluster3"	"shade3"	"Gym"	"E"	"E"
-1907.463	22	3861.06	3858.925	1.001282	0.4444225	NA	"./Results/Model_Fits/DIA_PISYModel.08c.txt"	"DIA"	"PISY"	"Model.08c"	"cluster3"	"shade3"	"Gym"	"E"	"E"
-2054.77	11	4132.084	4131.54	1.000722	0.1772824	NA	"./Results/Model_Fits/DIA_PISYModel.09a.txt"	"DIA"	"PISY"	"Model.09a"	"cluster3"	"shade3"	"Gym"	"E"	"E"
-2054.883	11	4132.31	4131.766	0.9983889	0.177077	NA	"./Results/Model_Fits/DIA_PISYModel.09b.txt"	"DIA"	"PISY"	"Model.09b"	"cluster3"	"shade3"	"Gym"	"E"	"E"
-2066.782	10	4154.017	4153.564	0.9957978	0.1554989	NA	"./Results/Model_Fits/DIA_PISYModel.09c.txt"	"DIA"	"PISY"	"Model.09c"	"cluster3"	"shade3"	"Gym"	"E"	"E"
-1916.479	13	3859.711	3858.957	0.9981274	0.4280703	NA	"./Results/Model_Fits/DIA_PISYModel.10a.txt"	"DIA"	"PISY"	"Model.10a"	"cluster3"	"shade3"	"Gym"	"E"	"E"
-1916.494	13	3859.741	3858.987	0.9994931	0.4280419	NA	"./Results/Model_Fits/DIA_PISYModel.10b.txt"	"DIA"	"PISY"	"Model.10b"	"cluster3"	"shade3"	"Gym"	"E"	"E"
-1917.845	12	3860.335	3859.69	0.9979681	0.4255902	NA	"./Results/Model_Fits/DIA_PISYModel.10c.txt"	"DIA"	"PISY"	"Model.10c"	"cluster3"	"shade3"	"Gym"	"E"	"E"
-2087.573	12	4199.79	4199.145	1.003524	0.1177956	NA	"./Results/Model_Fits/DIA_PISYModel.11a.txt"	"DIA"	"PISY"	"Model.11a"	"cluster3"	"shade3"	"Gym"	"E"	"E"
-2071.92	12	4168.485	4167.841	0.9870099	0.1461805	NA	"./Results/Model_Fits/DIA_PISYModel.11b.txt"	"DIA"	"PISY"	"Model.11b"	"cluster3"	"shade3"	"Gym"	"E"	"E"
-2104.055	11	4230.655	4230.11	0.9971302	0.08790514	NA	"./Results/Model_Fits/DIA_PISYModel.11c.txt"	"DIA"	"PISY"	"Model.11c"	"cluster3"	"shade3"	"Gym"	"E"	"E"
-1903.408	24	3857.358	3854.816	1.004308	0.451771	NA	"./Results/Model_Fits/DIA_PISYModel.12a.txt"	"DIA"	"PISY"	"Model.12a"	"cluster3"	"shade3"	"Gym"	"E"	"E"
-1903.501	24	3857.543	3855.001	1.003059	0.4516033	NA	"./Results/Model_Fits/DIA_PISYModel.12b.txt"	"DIA"	"PISY"	"Model.12b"	"cluster3"	"shade3"	"Gym"	"E"	"E"
-1907.414	22	3860.964	3858.829	0.9957929	0.4445055	NA	"./Results/Model_Fits/DIA_PISYModel.12c.txt"	"DIA"	"PISY"	"Model.12c"	"cluster3"	"shade3"	"Gym"	"E"	"E"
-1903.319	24	3857.18	3854.638	1.007482	0.4519329	NA	"./Results/Model_Fits/DIA_PISYModel.13a.txt"	"DIA"	"PISY"	"Model.13a"	"cluster3"	"shade3"	"Gym"	"E"	"E"
-1902.545	24	3855.632	3853.089	1.008194	0.4533368	NA	"./Results/Model_Fits/DIA_PISYModel.13b.txt"	"DIA"	"PISY"	"Model.13b"	"cluster3"	"shade3"	"Gym"	"E"	"E"
-1906.828	22	3859.79	3857.655	0.9923958	0.4455698	NA	"./Results/Model_Fits/DIA_PISYModel.13c.txt"	"DIA"	"PISY"	"Model.13c"	"cluster3"	"shade3"	"Gym"	"E"	"E"
-2029.401	24	4109.345	4106.803	1.001018	0.2232872	NA	"./Results/Model_Fits/DIA_PISYModel.14a.txt"	"DIA"	"PISY"	"Model.14a"	"cluster3"	"shade3"	"Gym"	"E"	"E"
-1903.492	24	3857.526	3854.984	0.9989453	0.4516191	NA	"./Results/Model_Fits/DIA_PISYModel.14b.txt"	"DIA"	"PISY"	"Model.14b"	"cluster3"	"shade3"	"Gym"	"E"	"E"
-1906.924	22	3859.983	3857.848	1.002251	0.4454305	NA	"./Results/Model_Fits/DIA_PISYModel.14c.txt"	"DIA"	"PISY"	"Model.14c"	"cluster3"	"shade3"	"Gym"	"E"	"E"
-3443.617	2	6891.269	6891.234	186.1799	-4.190956	NA	"./Results/Model_Fits/DIA_QUROModel.01a.txt"	"DIA"	"QURO"	"Model.01a"	"cluster4"	"shade2"	"Ang"	"D"	"E"
-1641.482	4	3291.079	3290.963	0.9598997	-0.1462681	NA	"./Results/Model_Fits/DIA_QUROModel.02a.txt"	"DIA"	"QURO"	"Model.02a"	"cluster4"	"shade2"	"Ang"	"D"	"E"
